Sl No,End-1,End-2,Id,Line Owner,End-1 Owner,End-2 Owner,Km,Conductor Type,SIL,No Load MVAR Generated,End1 LR MVAR,End1 LR S/W,End2 LR MVAR,End2 LR S/W,End1 50 MVAR SLR,End1 50 MVAR NSLR,End1 63 MVAR SLR,End1 63 MVAR NSLR,End1 80  MVAR SLR,End1 80 MVAR NSLR,,End2 50 MVAR SLR,End2 50 MVAR NSLR,End2 63 MVAR SLR,End2 63 MVAR NSLR,End2 80  MVAR SLR,End2 80 MVAR NSLR
333,Soja,Wanakbori,1,GETCO,GETCO,GETCO,95,Twin ACSR Moose,517,52.725,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
334,Soja,Dehgam,1,WRTS-2,GETCO,WRTS-2,41,Twin ACSR Moose,517,22.755,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
335,Soja,Zerda(Kansari),1,GETCO,GETCO,GETCO,135,Twin ACSR Moose,517,74.925,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
336,Solapur-PG,Solapur-NTPC,1,WRTS-1,NTPC,WRTS-1,11,Twin ACSR Moose,517,6.105,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
337,Solapur-PG,Solapur-NTPC,2,WRTS-1,NTPC,WRTS-1,11,Twin ACSR Moose,517,6.105,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
338,SSP,Dhule-MS,1,MSETCL,SSNNL,MSETCL,236,Twin ACSR Moose,517,130.98,-,-,50,Yes,0,0,0,0,0,0,,1,0,0,0,0,0
339,SSP,Dhule-MS,2,MSETCL,SSNNL,MSETCL,236,Twin ACSR Moose,517,130.98,-,-,50,Yes,0,0,0,0,0,0,,1,0,0,0,0,0
340,SSP,Asoj,1,GETCO,SSNNL,GETCO,83,Twin ACSR Moose,517,46.065,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
341,SSP,Rajgarh,1,MPPTCL,SSNNL,MPPTCL,178,Twin ACSR Moose,517,98.79,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
342,SSP,Rajgarh,2,MPPTCL,SSNNL,MPPTCL,178,Twin ACSR Moose,517,98.79,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
343,SSP,Kasor,1,GETCO,SSNNL,GETCO,146,Twin ACSR Moose,517,81.03,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
344,Sugen,Uno-Sugen,1,TPL,TPL,TPL,3,Twin ACSR Moose,517,1.665,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
345,Sugen,Pirana-T,1,TPL,TPL,TPL,212,Twin ACSR Moose,517,117.66,-,-,50,-,0,0,0,0,0,0,,0,1,0,0,0,0
346,Taptithanda,Deepnagar,1,MSETCL,MSETCL,MSETCL,203,Twin ACSR Moose,517,112.665,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
347,Taptithanda,Ektuni (Aurangabad(3)),1,MSETCL,MSETCL,MSETCL,5.36,Twin ACSR Moose,517,2.9748,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
348,Tarapur-3&4,Padghe,1,WRTS-1,NPCIL,MSETCL,91,Twin ACSR Moose,517,50.505,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
349,Tarapur-3&4,Padghe,2,WRTS-1,NPCIL,MSETCL,91,Twin ACSR Moose,517,50.505,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
350,Tarapur-3&4,Boisar,1,WRTS-2,NPCIL,WRTS-2,21,Twin ACSR Moose,517,11.655,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
351,Tarapur-3&4,Boisar,2,WRTS-2,NPCIL,WRTS-2,21,Twin ACSR Moose,517,11.655,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
352,Tiroda,Warora,1,MEGPTL,APML,MEGPTL,219,Twin ACSR Moose,517,121.545,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
353,Tiroda,Warora,2,MEGPTL,APML,MEGPTL,219,Twin ACSR Moose,517,121.545,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
354,TRN,Tamnar-PS,1,WRTS-1,TRN,WRTS-1,15,Twin ACSR Moose,517,8.325,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
355,TRN,Tamnar-PS,2,WRTS-1,TRN,WRTS-1,15,Twin ACSR Moose,517,8.325,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
356,Ukai,Kosamba,1,GETCO,GETCO,GETCO,81,Twin ACSR Moose,517,44.955,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
357,Ukai,Kosamba,2,GETCO,GETCO,GETCO,68,Twin ACSR Moose,517,37.74,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
358,Ukai,Navsari,1,GETCO,GETCO,WRTS-2,83,Twin ACSR Moose,517,46.065,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
359,Uno-Sugen,Pirana-T,1,TPL,TPL,TPL,209,Twin ACSR Moose,517,115.995,-,-,50,-,0,0,0,0,0,0,,0,1,0,0,0,0
360,Vadinar,Bachau,1,WRTS-2,ESSAR,WRTS-2,226,Twin ACSR Moose,517,125.43,-,-,63,-,0,0,0,0,0,0,,0,0,0,1,0,0
361,Vadinar,Bachau,2,WRTS-2,ESSAR,WRTS-2,226,Twin ACSR Moose,517,125.43,-,-,63,-,0,0,0,0,0,0,,0,0,0,1,0,0
362,Vadodara-PS,Pirana-PG,1,WRTS-2,WRTS-2,WRTS-2,131,Quad ACSR Moose,681,95.892,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
363,Vadodara-PS,Pirana-PG,2,WRTS-2,WRTS-2,WRTS-2,131,Quad ACSR Moose,681,95.892,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
364,Vadodara-PS,Asoj,1,WRTS-2,WRTS-2,GETCO,14,Quad ACSR Moose,681,10.248,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
365,Vadodara-PS,Asoj,2,WRTS-2,WRTS-2,GETCO,14,Quad ACSR Moose,681,10.248,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
366,Vapi,Boisar,1,WRTS-2,WRTS-2,WRTS-2,91,Twin ACSR Moose,517,50.505,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
367,Vapi,Sugen,1,WRTS-2,WRTS-2,TPL,118,Twin ACSR Moose,517,65.49,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
368,Vindhyachal,Jabalpur,1,WRTS-2,NTPC,WRTS-2,360,Twin ACSR Moose,517,199.8,63,-,63,-,0,0,0,1,0,0,,0,0,0,1,0,0
369,Vindhyachal,Jabalpur,2,WRTS-2,NTPC,WRTS-2,360,Twin ACSR Moose,517,199.8,63,-,63,-,0,0,0,1,0,0,,0,0,0,1,0,0
370,Vindhyachal,Jabalpur,4,WRTS-2,NTPC,WRTS-2,389,Twin ACSR Moose,517,215.895,63,-,63,-,0,0,0,1,0,0,,0,0,0,1,0,0
371,Vindhyachal,Satna,1,WRTS-2,NTPC,WRTS-2,267,Twin ACSR Moose,517,148.185,50,-,50,-,0,1,0,0,0,0,,0,1,0,0,0,0
372,Vindhyachal,Satna,2,WRTS-2,NTPC,WRTS-2,267,Twin ACSR Moose,517,148.185,50,-,50,-,0,1,0,0,0,0,,0,1,0,0,0,0
373,Vindhyachal,Satna,3,WRTS-2,NTPC,WRTS-2,258,Twin ACSR Moose,517,143.19,50,-,50,-,0,1,0,0,0,0,,0,1,0,0,0,0
374,Vindhyachal,Satna,4,WRTS-2,NTPC,WRTS-2,258,Twin ACSR Moose,517,143.19,50,-,50,-,0,1,0,0,0,0,,0,1,0,0,0,0
375,Vindhyachal,Sasan,3,WRTS-2,NTPC,SPL,20,Twin ACSR Moose,517,11.1,63,Yes,-,-,0,0,1,0,0,0,,0,0,0,0,0,0
376,Vindhyachal,Essar_Mahan,1,WRTS-2,NTPC,Mahan,41,Twin ACSR Moose,517,22.755,50,-,-,-,0,1,0,0,0,0,,0,0,0,0,0,0
377,Vindhyachal-III,Vindhyachal-V,1,NTPC,NTPC,NTPC,4,Quad ACSR Moose,681,2.928,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
378,Vindhyachal-III,Vindhyachal-V,2,NTPC,NTPC,NTPC,4,Quad ACSR Moose,681,2.928,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
379,Vindhyachal-IV,Vindhyachal-V,1,NTPC,NTPC,NTPC,4,Quad ACSR Moose,681,2.928,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
380,Vindhyachal-IV,Vindhyachal-V,2,NTPC,NTPC,NTPC,4,Quad ACSR Moose,681,2.928,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
381,Vindhyachal-IV,Vindhyachal-PS,1,WRTS-2,NTPC,WRTS-2,31,Twin ACSR Moose,517,17.205,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
382,Vindhyachal-IV,Vindhyachal-PS,2,WRTS-2,NTPC,WRTS-2,31,Twin ACSR Moose,517,17.205,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
383,Vindhyachal-PS,Sasan,1,WRTS-2,NTPC,SPL,8,Twin ACSR Moose,517,4.44,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
384,Vindhyachal-PS,Sasan,2,WRTS-2,WRTS-2,SPL,8,Twin ACSR Moose,517,4.44,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
385,Vindhyachal-PS,Rihand,1,WRTS-2/NRTS-1,WRTS-2,NRTS-1,35,Quad Bersimis,692,26.11,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
386,Vindhyachal-PS,Rihand,2,WRTS-2/NRTS-1,WRTS-2,NRTS-1,28,Quad Bersimis,692,20.888,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
387,Wardha,Parli-PG,1,WRTS-1,WRTS-1,WRTS-1,337,Quad ACSR Moose,681,246.684,63,-,63,-,0,0,0,1,0,0,,0,0,0,1,0,0
388,Wardha,Parli-PG,2,WRTS-1,WRTS-1,WRTS-1,337,Quad ACSR Moose,681,246.684,63,-,63,-,0,0,0,1,0,0,,0,0,0,1,0,0
389,Wardha,Akola,1,WRTS-1,WRTS-1,MSETCL,162,Twin ACSR Moose,517,89.91,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
390,Wardha,Akola,2,WRTS-1,WRTS-1,MSETCL,162,Twin ACSR Moose,517,89.91,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
391,Wardha,Mouda,1,WRTS-1,WRTS-1,NTPC,124,Quad ACSR Moose,681,90.768,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
392,Wardha,Mouda,2,WRTS-1,WRTS-1,NTPC,124,Quad ACSR Moose,681,90.768,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
393,Wardha,Warora,1,WRTS-1,WRTS-1,MEGPTL,76,Twin ACSR Moose,517,42.18,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
394,Wardha,Koradi-II,1,WRTS-1,WRTS-1,IEPL,67,Quad ACSR Moose,681,49.044,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
395,Warora,Chandrapur-II,1,MEGPTL,MEGPTL,MSETCL,45,Twin ACSR Moose,517,24.975,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
396,Warora,Chandrapur-II,2,MEGPTL,MEGPTL,MSETCL,45,Twin ACSR Moose,517,24.975,-,-,-,-,0,0,0,0,0,0,,0,0,0,0,0,0
397,Zerda(Kansari),Bhinmal,1,WRTS-2/NRTS-1,GETCO,NRTS-1,143,Twin ACSR Moose,517,79.365,50,-,50,-,0,1,0,0,0,0,,0,1,0,0,0,0
398,Zerda(Kansari),Kankroli,1,WRTS-2/NRTS-1,GETCO,NRTS-1,234,Twin ACSR Moose,517,129.87,50,-,-,-,0,1,0,0,0,0,,0,0,0,0,0,0
399,Zerda(Kansari),Varsana,1,GETCO,GETCO,GETCO,258,Twin ACSR Moose,517,143.19,63,-,-,-,0,0,0,1,0,0,,0,0,0,0,0,0
,,,,,,Total,52887.16,,,,5233,Total,5648,,0,0,0,0,0,0,,0,0,0,0,0,0
,,,,,,,,,,30087.8118,,,2,,3,64,7,14,2,5,,9,60,2,24,3,4
,,,,,,,,,,,,,,,150,3200,441,882,160,400,,450,3000,126,1512,240,320
,,,,,,,,,,,,,,,,,5233,,,,,,,5648,,,
,,,,,,,,,,,,,,,,,,,,,,,,10881,,,
